# Accelerometer Data File
# Started @Fri Dec 02 13:38:06 CST 2016
#
#
# sensor Vendor: hTC Corp.
# sensor Name: Accelerometer Sensor
# sensor Resolution: 0.01m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
3.139 5.37 4.18 10
3.35 5.29 4.38 10
3.56 5.25 4.5 10
3.47 5.39 4.589 10
3.25 5.629 4.9 10
3.12 5.87 5.1 10
2.85 6.18 5.29 10
2.47 6.359 5.27 10
2.18 6.45 5.25 10
1.939 6.35 5.04 10
1.689 6.27 4.93 10
1.68 6.339 4.89 10
1.75 6.39 4.85 10
1.77 6.42 4.91 10
1.68 6.58 5.069 10
1.41 6.839 5.23 10
1.13 7.1 5.279 10
0.93 7.279 5.31 10
0.719 7.41 5.25 10
0.52 7.44 5.25 10
0.41 7.52 5.259 10
0.39 7.45 5.4 10
0.58 7.319 5.46 10
0.9 7.37 6.029 9
1.03 7.33 6.299 10
1.02 7.25 6.649 10
1.1 7.319 6.97 10
0.96 7.299 6.96 10
0.789 7.299 6.83 10
0.55 7.23 6.49 10
0.31 7.1 6.16 10
0.11 6.97 5.79 10
0.07 6.819 5.6 10
0.429 6.649 5.81 10
0.52 6.58 5.93 10
0.55 6.58 6.359 10
0.429 6.67 6.5 10
0.13 6.66 6.649 10
-0.11 6.72 6.72 10
-0.399 6.89 6.64 10
-0.53 6.859 6.42 10
-0.59 6.89 6.22 10
-0.599 6.97 6.069 10
-0.489 7.04 6.1 10
-0.16 6.95 6.2 10
0.26 6.98 6.58 10
0.51 6.899 6.75 10
0.58 6.92 7.0 10
0.459 6.859 7.2 10
0.329 6.99 7.33 10
0.35 7.04 7.399 10
0.37 6.96 7.419 10
0.459 6.94 7.339 10
0.359 6.87 7.319 10
0.22 6.859 7.259 9
0.16 6.79 7.2 10
0.099 6.759 7.279 10
0.089 6.67 7.399 10
0.11 6.54 7.37 10
0.03 6.47 7.44 10
-0.229 6.56 7.319 10
-0.39 6.549 7.22 10
-0.47 6.58 7.069 10
-0.56 6.7 6.99 10
-0.7 6.87 7.02 10
-0.82 6.93 7.12 10
-0.78 6.93 7.37 10
-0.65 6.859 7.43 10
-0.64 6.859 7.47 10
-0.44 6.81 7.49 10
-0.359 6.73 7.49 10
-0.31 6.73 7.44 10
-0.269 6.74 7.47 10
-0.299 6.649 7.46 10
-0.22 6.68 7.48 10
-0.179 6.68 7.48 10
-0.13 6.66 7.5 10
0.03 6.68 7.589 10
0.07 6.67 7.669 10
0.07 6.69 7.669 10
0.04 6.71 7.73 10
0.0 6.72 7.69 10
-0.01 6.68 7.68 10
-0.02 6.64 7.66 10
-0.08 6.7 7.609 10
-0.14 6.609 7.56 10
-0.149 6.629 7.46 9
-0.08 6.54 7.48 10
-0.02 6.5 7.45 10
0.03 6.549 7.49 10
0.149 6.56 7.509 10
0.24 6.569 7.5 10
0.38 6.609 7.549 10
0.5 6.68 7.529 10
0.57 6.66 7.52 10
0.59 6.62 7.44 10
0.53 6.6 7.339 10
0.52 6.549 7.35 10
0.41 6.379 7.31 10
0.34 6.319 7.259 10
0.16 6.33 7.35 10
0.19 6.29 7.35 10
0.22 6.279 7.39 10
0.28 6.279 7.41 10
0.37 6.29 7.52 10
0.39 6.25 7.569 10
0.399 6.24 7.64 10
0.399 6.24 7.759 10
0.399 6.23 7.819 10
0.34 6.18 7.919 10
0.329 6.18 7.93 10
0.32 6.16 7.91 10
0.39 6.21 7.91 10
0.48 6.24 7.899 10
0.599 6.25 7.919 10
0.669 6.29 7.879 10
0.61 6.299 7.83 10
0.59 6.319 7.74 10
0.47 6.279 7.64 9
0.399 6.25 7.62 10
0.32 6.21 7.589 10
0.329 6.19 7.629 10
0.38 6.23 7.71 10
0.44 6.21 7.74 10
0.48 6.24 7.72 10
0.48 6.319 7.66 10
0.51 6.35 7.6 10
0.459 6.41 7.46 10
0.459 6.48 7.37 10
0.489 6.5 7.319 10
0.5 6.47 7.259 10
0.599 6.46 7.27 10
0.59 6.45 7.359 10
0.65 6.45 7.47 10
0.75 6.45 7.48 10
0.81 6.42 7.54 10
0.919 6.41 7.569 10
0.94 6.359 7.58 10
0.94 6.379 7.509 10
0.78 6.339 7.359 10
0.64 6.46 7.31 10
0.58 6.46 7.24 10
0.52 6.41 7.21 10
0.5 6.46 7.31 10
0.59 6.42 7.43 10
0.57 6.399 7.47 10
0.7 6.41 7.649 10
0.55 6.37 7.7 10
0.52 6.37 7.73 10
0.47 6.359 7.69 9
0.44 6.339 7.66 10
0.44 6.27 7.64 10
0.51 6.339 7.629 10
0.48 6.33 7.589 10
0.44 6.35 7.52 10
0.45 6.359 7.529 10
0.459 6.339 7.48 10
0.44 6.379 7.45 10
0.44 6.37 7.509 10
0.47 6.379 7.52 10
0.39 6.37 7.56 10
0.34 6.339 7.529 10
0.28 6.31 7.529 10
0.269 6.279 7.58 10
0.21 6.25 7.649 10
0.229 6.29 7.66 10
0.24 6.319 7.72 10
0.28 6.33 7.72 10
0.32 6.35 7.75 10
0.29 6.359 7.609 10
0.17 6.359 7.54 10
0.089 6.37 7.529 10
0.02 6.29 7.549 10
-0.02 6.259 7.589 10
-0.04 6.29 7.62 10
-0.07 6.259 7.649 10
0.01 6.24 7.66 10
0.06 6.25 7.73 10
0.07 6.24 7.72 10
0.089 6.29 7.649 10
0.01 6.339 7.58 10
0.0 6.29 7.509 9
-0.14 6.31 7.46 10
-0.14 6.29 7.48 10
-0.26 6.23 7.43 10
-0.26 6.22 7.48 10
-0.199 6.17 7.529 10
-0.17 6.21 7.509 10
-0.089 6.19 7.549 10
-0.06 6.22 7.549 10
-0.06 6.24 7.58 10
-0.149 6.21 7.529 10
-0.13 6.23 7.509 10
-0.16 6.18 7.589 10
-0.149 6.16 7.629 10
-0.12 6.129 7.71 10
-0.11 6.12 7.81 10
-0.04 6.109 7.819 10
0.04 6.1 7.87 10
0.04 6.129 7.91 10
0.04 6.08 7.879 10
0.0 6.12 7.91 10
0.04 6.109 7.819 10
0.04 6.129 7.79 10
0.08 6.129 7.759 10
0.13 6.19 7.71 10
0.149 6.18 7.69 10
0.12 6.23 7.669 10
0.17 6.25 7.73 10
0.19 6.2 7.68 10
0.21 6.23 7.7 10
0.229 6.19 7.75 10
0.229 6.19 7.74 9
0.19 6.14 7.7 10
0.21 6.129 7.64 10
0.14 6.14 7.68 10
0.14 6.12 7.609 10
0.17 6.109 7.62 10
0.179 6.04 7.66 10
0.149 6.049 7.609 10
0.13 6.089 7.6 10
0.14 6.069 7.609 10
0.149 6.06 7.66 10
0.16 6.009 7.83 10
0.29 6.0 7.899 10
0.28 5.97 7.95 10
0.31 5.97 7.99 10
0.329 6.02 7.91 18
0.299 6.049 7.859 10
0.26 6.12 7.73 10
0.28 6.089 7.75 10
0.24 6.06 7.75 10
0.31 5.98 7.85 10
0.359 5.93 8.05 10
0.39 5.859 8.08 10
0.41 5.81 8.08 10
0.42 5.74 8.059 10
0.35 5.73 7.819 10
0.28 5.7 7.609 10
0.22 5.73 7.45 10
0.14 5.68 7.35 10
0.13 5.65 7.359 10
0.179 5.6 7.43 10
0.25 5.529 7.46 10
0.28 5.43 7.399 10
0.29 5.42 7.359 10
0.24 5.44 7.21 10
0.17 5.42 7.08 10
0.16 5.43 7.06 10
0.17 5.46 7.02 10
0.199 5.46 6.99 10
0.21 5.38 6.99 10
0.229 5.37 6.97 10
0.17 5.33 6.93 10
0.19 5.299 6.89 10
0.22 5.27 6.87 10
0.269 5.279 6.87 10
0.41 5.38 6.81 10
0.539 5.39 6.79 10
0.59 5.49 6.73 10
0.64 5.62 6.71 10
0.71 5.629 6.69 10
0.789 5.7 6.629 10
0.909 5.72 6.79 10
1.069 5.7 6.91 10
1.209 5.56 7.16 10
1.38 5.43 7.33 10
1.449 5.31 7.45 10
1.42 5.16 7.44 10
1.25 5.089 7.279 10
1.189 4.91 7.089 10
1.069 4.81 6.899 10
0.989 4.779 6.73 10
1.05 4.58 6.589 10
1.03 4.39 6.48 10
1.11 4.27 6.54 10
1.16 4.12 6.5 10
1.22 3.929 6.45 10
1.23 3.73 6.399 10
1.199 3.57 6.2 10
1.13 3.5 6.0 10
1.06 3.47 5.859 10
0.96 3.419 5.69 10
0.93 3.29 5.56 10
0.84 3.07 5.609 10
0.7 2.889 5.64 10
0.56 2.7 5.65 10
0.48 2.56 5.73 10
0.42 2.61 5.66 9
0.56 2.75 5.68 10
0.789 2.939 5.569 10
1.28 3.189 5.62 10
2.08 3.919 6.96 10
3.0 5.23 8.269 10
4.339 6.74 9.34 10
5.54 7.419 9.679 10
5.879 7.27 9.36 10
5.67 7.14 8.61 10
5.45 7.14 7.69 10
4.99 7.02 6.6 10
4.43 6.899 5.779 10
3.59 6.97 5.02 10
2.76 7.66 4.23 10
2.389 8.109 3.73 10
2.379 8.189 3.29 10
2.78 7.93 3.32 10
3.07 7.48 3.51 10
3.08 7.259 3.679 10
2.889 7.37 3.77 10
2.56 7.93 3.429 10
2.57 8.599 2.82 10
3.26 8.53 2.0 10
3.139 8.44 0.459 10
3.28 8.36 -1.13 10
3.139 7.779 -2.159 10
2.27 6.629 -3.149 10
1.39 6.54 -3.29 10
1.02 7.279 -2.27 10
1.05 7.66 -1.17 10
1.67 7.759 -0.17 10
1.66 6.99 0.7 10
1.25 6.049 0.849 10
0.799 6.109 1.01 10
1.8 5.529 1.819 10
4.12 3.1 4.64 10
5.839 -0.76 7.899 10
5.49 -3.62 11.9 10
2.55 -4.02 13.849 10
2.36 -2.72 17.17 10
2.77 -1.16 18.92 10
2.56 1.5 18.02 10
3.23 2.58 15.969 10
2.899 3.899 13.83 10
1.949 7.399 12.91 10
1.79 9.13 12.53 10
0.83 10.139 12.809 10
0.909 11.3 13.67 10
1.849 11.49 15.15 10
2.429 12.38 16.89 10
1.3 13.82 16.789 10
0.0 15.62 15.46 10
-0.87 17.13 13.71 10
-0.539 17.3 10.3 10
-0.28 18.63 7.48 10
-0.29 21.279 4.97 10
-1.63 23.949 2.12 10
-3.409 25.98 -0.44 10
-4.08 26.42 -2.74 10
-3.06 29.64 -5.91 10
1.9 39.95 -2.379 10
17.89 34.76 -12.11 10
19.06 22.6 -9.53 10
16.35 16.51 -14.08 10
8.57 12.24 -19.31 10
3.75 9.21 -15.96 10
0.59 6.71 -11.73 9
-2.129 5.19 -9.33 10
-2.409 3.639 -6.649 10
-1.54 1.9 -4.5 10
0.11 0.21 -2.58 10
1.52 -0.64 -5.39 10
2.55 -1.579 -6.569 10
3.01 -2.86 -8.029 10
1.88 -2.77 -9.42 10
-0.13 -2.27 -9.87 10
-2.22 -2.84 -9.26 10
-4.589 -4.38 -9.769 10
-5.75 -5.029 -9.37 10
-5.66 -4.77 -7.629 10
-4.87 -4.36 -5.18 10
-3.699 -4.27 -3.399 10
-2.35 -4.36 -2.159 10
-0.93 -4.19 -1.48 10
0.55 -4.319 -0.56 10
2.3 -5.08 -0.32 10
2.929 -5.66 -0.909 10
3.12 -6.31 -1.3 10
2.56 -6.799 -2.02 10
1.73 -6.68 -2.98 10
0.82 -6.259 -3.699 10
0.32 -6.14 -4.2 10
0.539 -6.49 -4.65 10
0.51 -6.54 -4.9 10
0.599 -6.879 -5.54 10
0.729 -7.419 -6.5 10
0.979 -7.72 -7.66 10
1.459 -8.23 -8.99 10
1.469 -8.769 -10.29 10
1.02 -9.22 -11.71 10
0.16 -9.46 -12.519 10
-0.26 -9.46 -12.98 10
-0.22 -10.05 -13.07 10
-0.41 -10.45 -13.15 10
-0.81 -10.29 -13.099 10
-1.09 -9.76 -13.259 10
-1.68 -9.45 -13.4 10
-2.12 -9.21 -13.71 10
-1.99 -8.98 -13.58 10
-1.38 -9.07 -13.95 10
-1.01 -9.07 -14.059 10
-0.34 -9.11 -14.11 10
0.04 -8.91 -14.24 10
0.12 -8.139 -14.019 10
0.31 -7.73 -13.75 10
0.789 -7.45 -13.53 10
0.93 -6.68 -13.13 10
1.16 -6.0 -12.54 10
0.789 -5.009 -12.28 10
0.24 -4.029 -11.67 10
-0.07 -3.46 -11.25 10
-0.29 -3.0 -10.9 10
-0.56 -2.75 -10.41 10
-0.719 -2.76 -10.099 10
-0.59 -2.54 -9.73 10
-0.489 -2.12 -9.59 10
-0.48 -2.28 -9.849 10
-0.859 -2.72 -10.12 10
-1.35 -2.61 -10.15 10
-1.73 -2.55 -10.09 10
-2.08 -2.62 -10.019 10
-1.88 -3.09 -9.849 10
-1.89 -3.86 -10.0 10
-1.829 -4.56 -9.92 9
-1.99 -5.069 -9.98 10
-2.1 -6.08 -10.05 10
-2.73 -6.89 -9.98 10
-3.36 -7.27 -9.94 10
-3.699 -7.81 -9.88 10
-4.339 -8.13 -9.87 10
-5.0 -8.59 -9.99 10
-5.029 -9.08 -10.12 10
-5.64 -9.17 -10.15 10
-6.339 -8.86 -9.95 10
-6.72 -7.98 -9.769 10
-7.31 -7.96 -9.83 10
-7.46 -7.81 -9.519 10
-7.609 -7.1 -9.05 10
-7.52 -5.93 -8.559 10
-6.2 -4.99 -7.72 10
-4.71 -4.14 -7.47 10
-3.72 -3.899 -7.319 10
-3.04 -4.069 -7.129 10
-2.98 -3.98 -6.92 10
-3.23 -2.95 -6.49 10
-2.939 -1.699 -6.24 10
-2.02 -0.53 -5.52 10
-0.38 -0.57 -5.64 10
1.51 -0.59 -5.69 10
2.32 -1.16 -5.91 10
2.659 -0.9 -6.0 10
2.21 0.669 -4.94 10
0.21 1.48 -3.419 10
-2.19 1.56 -1.959 9
-2.85 3.419 -1.27 10
-3.04 6.06 -1.48 10
-1.67 7.509 -1.9 10
-0.329 8.849 -2.96 10
1.4 10.849 -4.069 10
2.02 12.63 -5.18 10
2.82 14.799 -4.339 10
4.16 18.05 -3.09 10
5.5 19.49 -0.969 10
4.859 18.67 1.069 10
2.81 18.31 1.709 10
0.62 17.8 1.1 10
-0.95 16.9 0.14 10
-1.339 16.81 -0.969 10
-1.3 16.8 -1.73 10
-0.71 15.4 -2.409 10
-0.28 14.44 -2.919 10
-0.58 14.4 -3.73 10
-1.03 14.32 -4.41 10
-2.27 13.519 -5.19 10
-3.87 11.86 -6.029 10
-5.12 10.389 -6.27 10
-6.41 9.49 -6.23 10
-7.06 8.269 -5.64 10
-7.29 7.68 -5.569 10
-7.649 7.97 -5.029 10
-7.899 7.81 -4.0 10
-7.96 7.529 -3.25 10
-7.859 7.7 -1.77 10
-7.1 8.22 -0.88 10
-5.9 8.69 -0.03 10
-4.31 8.79 0.42 10
-2.879 8.769 0.53 10
-0.81 8.29 0.78 10
0.62 8.36 0.88 10
1.81 8.42 1.17 10
3.04 8.029 1.28 10
3.409 8.269 1.209 10
3.78 9.03 1.42 10
4.67 9.179 1.56 10
5.73 8.809 1.209 10
6.73 8.57 0.599 10
7.629 8.47 0.02 10
8.97 8.349 -0.9 10
9.719 8.61 -2.02 10
10.41 8.5 -2.85 10
10.16 8.04 -3.08 10
9.519 9.019 -4.08 10
9.55 9.42 -4.7 10
10.87 8.13 -4.73 10
12.55 6.089 -4.63 10
14.179 4.77 -4.35 10
15.91 3.77 -5.35 10
16.619 2.8 -5.98 10
16.529 2.08 -5.98 10
15.94 0.83 -6.319 10
14.589 -0.199 -6.25 10
12.799 -0.84 -6.08 10
10.73 -1.42 -5.54 10
9.599 -1.67 -5.109 10
9.05 -2.379 -4.9 10
8.67 -3.87 -5.259 10
7.85 -5.089 -6.18 10
6.91 -5.779 -6.99 10
5.91 -6.589 -7.669 10
5.16 -7.379 -8.26 10
4.52 -7.6 -8.889 9
3.85 -7.43 -9.78 10
3.31 -6.62 -10.66 10
3.51 -6.109 -11.04 10
3.639 -6.629 -11.639 10
4.2 -7.54 -12.09 10
5.049 -8.679 -12.38 10
5.73 -9.76 -12.309 10
5.74 -10.32 -12.08 10
5.509 -10.24 -11.4 10
5.48 -9.719 -10.059 10
5.68 -9.17 -8.54 10
5.7 -8.429 -7.0 10
5.81 -7.77 -5.64 10
5.75 -7.83 -4.58 10
5.589 -7.77 -3.939 10
5.72 -8.189 -3.679 10
5.18 -9.179 -4.339 10
4.319 -9.82 -4.91 10
3.75 -9.67 -5.41 10
3.49 -9.469 -5.97 10
3.189 -9.469 -6.79 10
3.04 -9.059 -7.279 10
3.32 -8.66 -7.5 10
3.07 -8.34 -7.87 10
2.75 -7.879 -7.839 10
2.99 -7.44 -7.529 10
2.78 -6.95 -7.35 10
2.53 -6.33 -7.149 10
2.3 -5.779 -6.85 10
1.839 -4.83 -6.819 10
1.589 -3.77 -6.92 10
0.9 -2.78 -6.91 10
0.48 -1.469 -7.1 10
0.06 -0.26 -7.33 10
-0.34 0.359 -7.12 10
-0.83 1.13 -7.2 10
-1.819 2.23 -7.509 10
-2.5 3.04 -7.47 10
-3.01 3.49 -7.69 10
-2.95 4.12 -8.01 10
-2.22 4.44 -8.429 10
-0.989 4.89 -8.889 10
0.32 5.54 -9.59 10
1.54 6.41 -10.08 10
2.46 6.79 -10.44 10
3.78 7.399 -10.95 10
4.75 7.58 -11.17 10
5.58 7.5 -11.099 10
6.54 7.04 -10.73 10
7.87 6.48 -10.37 10
8.72 6.339 -10.46 10
9.8 6.47 -10.32 10
11.12 6.92 -10.38 10
12.66 7.049 -10.4 10
13.69 6.839 -10.34 10
14.9 6.27 -10.179 10
15.98 5.319 -9.69 10
16.6 4.17 -9.2 10
16.47 2.84 -8.28 10
16.0 1.67 -7.04 10
15.13 0.909 -6.21 10
14.5 0.24 -5.52 10
13.88 -0.52 -5.5 10
13.62 -1.09 -5.4 10
13.28 -0.87 -5.16 10
12.9 -0.29 -5.1 9
11.98 1.13 -4.779 10
11.33 2.24 -4.18 10
10.65 2.81 -2.82 10
10.12 3.909 -1.52 10
9.36 4.819 -0.31 10
9.019 5.2 0.59 10
8.179 6.2 1.41 10
7.1 7.64 2.08 10
5.77 8.7 2.58 10
4.509 10.2 2.78 10
4.009 10.66 2.78 10
2.81 11.13 2.429 10
1.599 11.88 2.33 10
0.65 12.009 2.419 10
-0.13 11.79 2.429 10
-0.58 12.11 2.77 10
-0.13 12.509 3.02 10
1.069 12.54 3.23 10
1.81 12.19 3.29 10
0.52 17.59 2.399 10
-2.23 30.82 7.149 10
-0.47 40.059 8.28 10
10.36 30.439 2.919 10
18.4 11.769 0.74 10
15.78 1.63 0.31 10
10.42 3.3 3.3 10
2.2 2.419 6.24 10
-1.56 0.63 6.759 10
-1.86 0.35 7.17 10
0.39 0.359 6.799 10
3.709 0.979 6.399 10
6.68 3.449 5.6 10
8.73 7.72 5.13 10
10.059 10.469 4.759 10
10.019 10.99 4.21 10
8.109 10.48 3.409 10
5.29 8.679 2.46 10
2.899 6.98 2.03 10
0.88 6.06 1.62 10
-0.58 6.529 1.56 10
-0.64 6.87 1.43 10
0.539 8.12 1.29 10
2.97 10.179 1.0 10
5.97 11.599 1.01 10
8.88 13.36 0.87 10
11.23 14.309 0.52 10
11.87 14.389 0.57 10
10.83 15.059 1.25 10
9.389 15.73 2.2 10
10.62 13.889 2.86 10
11.969 12.41 1.76 10
13.83 14.16 0.83 10
15.67 14.75 -0.44 10
17.67 15.049 -1.589 10
18.22 15.66 -2.12 10
17.48 15.82 -2.32 10
15.469 15.299 -2.429 10
13.24 14.549 -2.379 10
11.25 13.61 -2.2 10
9.99 12.259 -2.06 10
8.86 10.639 -1.849 10
7.899 9.36 -1.459 10
6.81 8.44 -1.069 10
5.83 7.7 -0.69 10
5.29 7.089 -0.38 10
4.98 6.46 -0.04 10
4.77 6.049 0.19 9
4.589 5.87 0.399 10
4.21 5.819 0.56 10
3.87 5.95 0.65 10
3.52 5.879 0.62 10
3.05 5.68 0.5 10
2.75 5.56 0.39 10
2.51 5.259 0.32 10
2.69 4.859 0.04 10
2.7 4.56 -0.13 10
3.02 4.43 -0.26 10
3.03 4.42 -0.39 8
2.82 4.48 -0.359 10
2.45 4.48 -0.229 10
2.139 4.23 -0.17 10
1.8 4.02 -0.149 10
1.469 3.929 -0.04 10
1.55 3.86 0.0 10
1.949 3.73 -0.14 10
2.28 3.97 -0.38 10
2.59 4.549 -0.37 10
2.58 5.04 -0.39 10
2.7 5.25 -0.429 10
2.48 5.69 -0.42 10
2.399 6.43 -0.25 10
2.33 6.859 -0.19 10
2.649 7.19 -0.229 10
3.139 7.589 -0.37 10
3.59 8.059 -0.41 10
4.049 8.74 -0.29 10
4.31 8.849 -0.35 10
4.35 9.05 -0.399 10
4.38 9.37 -0.17 10
4.36 9.26 -0.03 10
4.45 9.0 0.149 10
4.62 8.9 0.28 9
4.79 9.099 0.489 10
5.12 9.34 0.68 10
5.39 9.08 0.7 10
5.62 8.72 0.59 10
5.49 8.54 0.55 10
5.259 8.17 0.37 10
5.19 7.879 0.38 10
5.18 7.509 0.31 10
5.16 7.339 0.26 10
5.19 7.399 0.329 10
5.39 7.48 0.41 10
5.35 7.35 0.37 10
5.21 7.2 0.489 10
4.81 7.069 0.68 10
4.23 7.109 0.799 10
3.75 7.21 0.979 10
3.56 7.419 1.06 10
3.32 7.58 1.069 10
3.159 7.87 1.09 10
2.95 7.819 0.96 10
2.679 7.839 1.069 10
2.44 7.93 1.13 10
2.07 8.13 1.25 10
1.86 8.29 1.39 10
1.65 8.33 1.39 10
1.4 8.29 1.38 10
1.28 8.28 1.39 10
1.469 8.16 1.49 10
1.53 8.2 1.49 10
1.579 8.28 1.469 10
1.3 8.3 1.439 10
1.079 8.45 1.79 9
1.069 8.58 2.03 10
0.89 8.58 2.3 10
0.81 8.559 2.61 10
0.68 8.63 3.01 10
0.58 8.57 3.189 10
0.41 8.41 3.3 10
0.199 8.309 3.52 10
0.06 8.179 3.62 10
-0.049 7.899 3.56 3
-0.01 7.779 3.77 10
0.38 7.64 3.939 10
0.71 7.609 3.85 10
0.68 7.779 4.02 10
0.44 8.019 4.36 10
0.17 8.16 4.49 10
-0.149 8.09 4.569 10
-0.35 8.09 4.77 10
-0.26 8.12 4.7 10
-0.12 7.99 4.74 10
0.12 7.879 4.819 10
0.229 7.97 4.81 10
0.31 7.98 4.85 10
0.19 8.099 4.92 10
0.04 8.24 4.99 10
-0.12 8.26 5.08 10
-0.17 8.23 5.25 10
-0.17 8.189 5.47 10
-0.149 8.179 5.47 10
0.08 8.08 5.68 10
0.39 8.09 5.68 10
0.5 8.13 5.73 10
0.459 8.0 5.589 10
0.21 7.97 5.43 10
0.0 7.879 5.25 9
-0.149 7.649 4.98 10
-0.35 7.41 4.69 10
-0.42 7.25 4.37 10
-0.82 6.96 4.0 10
-1.209 6.93 3.56 10
-1.329 6.779 3.56 10
-0.909 6.839 3.419 10
-0.69 7.41 3.689 10
-0.44 8.23 4.52 10
-0.099 8.809 5.37 10
0.149 9.08 6.15 10
0.55 9.0 6.96 10
0.789 8.87 7.69 10
0.89 8.94 8.05 10
0.969 8.88 8.059 10
1.22 8.51 8.05 10
1.35 8.189 7.71 10
1.26 7.98 7.399 10
1.06 7.72 6.92 10
0.68 7.629 6.62 10
0.459 7.5 6.319 10
0.359 7.5 6.15 10
0.39 7.47 6.06 10
0.41 7.529 5.96 10
0.489 7.73 6.0 10
0.48 7.85 5.98 10
0.489 7.859 5.98 10
0.5 7.95 6.009 9
0.47 7.98 6.129 10
0.39 8.16 6.27 10
0.359 8.13 6.43 10
0.26 8.09 6.56 10
0.25 7.99 6.69 10
0.31 8.0 6.859 10
0.28 7.97 6.85 10
0.42 8.01 6.93 10
0.55 7.919 6.79 10
0.56 7.89 6.74 10
0.47 7.85 6.649 10
0.329 7.759 6.529 10
0.29 7.629 6.46 10
0.28 7.49 6.46 10
0.31 7.37 6.42 10
0.29 7.2 6.6 10
0.329 7.1 6.69 10
0.35 7.12 6.77 10
0.42 7.089 6.72 10
0.359 7.1 6.569 10
0.329 7.149 6.54 10
0.32 7.14 6.42 10
0.25 7.129 6.279 10
0.22 7.129 6.27 10
0.22 7.18 6.319 10
0.269 7.24 6.45 10
0.31 7.379 6.45 10
0.299 7.43 6.319 9
0.299 7.46 6.399 10
0.31 7.56 6.39 10
0.299 7.49 6.399 10
0.269 7.54 6.48 10
0.28 7.54 6.509 10
0.329 7.52 6.609 10
0.45 7.529 6.779 10
0.48 7.62 6.83 10
0.55 7.569 6.899 10
0.51 7.54 6.89 10
0.52 7.529 6.899 10
0.48 7.43 6.859 10
0.47 7.37 6.89 10
0.429 7.339 6.89 10
0.42 7.37 6.81 10
0.399 7.319 6.79 10
0.38 7.23 6.73 10
0.38 7.29 6.69 10
0.37 7.259 6.62 10
0.38 7.25 6.56 10
0.37 7.25 6.56 10
0.34 7.259 6.589 10
0.38 7.14 6.569 10
0.35 7.259 6.58 10
0.299 7.29 6.58 10
0.26 7.29 6.5 10
0.25 7.29 6.56 10
0.359 7.29 6.549 9
0.41 7.33 6.509 10
0.459 7.339 6.569 10
0.539 7.419 6.54 10
0.59 7.359 6.549 10
0.58 7.43 6.609 10
0.52 7.45 6.58 10
0.51 7.49 6.6 10
0.44 7.5 6.569 10
0.55 7.49 6.7 10
0.539 7.48 6.68 10
0.58 7.47 6.66 10
0.599 7.43 6.71 10
0.68 7.39 6.74 10
0.65 7.319 6.72 10
0.68 7.24 6.609 10
0.63 7.279 6.6 10
0.55 7.379 6.47 10
0.489 7.35 6.41 10
0.489 7.339 6.339 10
0.5 7.39 6.45 10
0.5 7.39 6.47 10
0.61 7.399 6.58 10
0.63 7.43 6.66 10
0.719 7.43 6.629 10
0.71 7.419 6.67 10
0.69 7.419 6.68 10
0.669 7.419 6.609 10
0.64 7.39 6.56 9
0.56 7.379 6.54 10
0.57 7.379 6.5 10
0.599 7.379 6.49 10
0.59 7.37 6.52 10
0.47 7.37 6.58 10
0.44 7.33 6.649 10
0.37 7.33 6.68 10
0.329 7.359 6.779 10
0.37 7.33 6.859 10
0.429 7.339 6.93 10
0.429 7.33 6.98 10
0.48 7.33 7.02 10
0.5 7.24 7.029 10
0.45 7.24 7.04 10
0.399 7.22 6.98 10
0.41 7.22 6.94 10
0.37 7.22 6.899 10
0.329 7.16 6.79 10
0.41 7.19 6.69 10
0.35 7.22 6.6 10
0.42 7.25 6.549 10
0.399 7.31 6.48 10
0.44 7.319 6.43 10
0.41 7.35 6.399 10
0.38 7.35 6.35 10
0.35 7.259 6.37 10
0.31 7.24 6.379 9
0.299 7.2 6.379 10
0.26 7.29 6.25 10
0.299 7.43 6.29 10
0.34 7.379 6.299 10
0.45 7.39 6.339 10
0.539 7.419 6.299 10
0.63 7.44 6.379 10
0.77 7.359 6.39 10
0.83 7.23 6.339 10
0.919 7.14 6.25 10
0.82 7.19 6.2 10
0.58 7.259 6.0 10
0.45 7.279 5.95 10
0.39 7.259 5.859 10
0.32 7.25 5.819 10
0.299 7.379 5.94 10
0.329 7.339 6.04 10
0.37 7.37 6.25 10
0.52 7.279 6.54 10
0.57 7.149 6.7 10
0.64 7.049 6.879 10
0.62 6.99 6.95 10
0.56 6.859 6.879 10
0.47 6.899 6.759 10
0.48 6.97 6.74 10
0.48 6.92 6.629 10
0.41 7.04 6.549 10
0.45 7.259 6.54 9
0.58 7.31 6.609 10
0.7 7.339 6.69 10
0.719 7.43 6.759 10
0.74 7.41 6.75 10
0.64 7.339 6.62 10
0.45 7.379 6.49 10
0.31 7.299 6.29 10
0.21 7.23 6.19 10
0.199 7.17 6.23 10
