# Accelerometer Data File
# Started @Fri Dec 02 13:27:14 CST 2016
#
#
# sensor Vendor: hTC Corp.
# sensor Name: Accelerometer Sensor
# sensor Resolution: 0.01m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
-7.359 19.85 -1.28 10
-5.779 20.64 -0.12 10
-4.5 20.9 0.31 10
-1.76 21.65 0.81 10
1.91 22.25 1.1 10
5.98 22.63 1.069 10
10.269 22.66 0.82 10
14.549 22.269 1.24 10
18.109 21.55 2.07 10
20.75 20.02 2.659 10
24.119 18.16 3.179 10
27.64 16.139 3.06 10
30.63 14.29 2.53 10
33.53 13.58 2.72 10
36.64 12.599 2.95 10
39.239 10.559 2.96 10
39.25 8.559 3.09 10
39.25 7.379 3.439 10
39.25 5.879 4.049 10
39.25 3.53 4.23 10
39.25 1.4 4.089 10
39.25 -0.95 3.379 10
39.25 -3.79 2.79 10
34.77 -6.19 2.59 10
29.71 -8.22 3.3 10
24.97 -10.92 3.889 10
19.08 -13.889 4.2 10
13.38 -17.05 4.49 10
8.83 -20.27 4.259 10
4.83 -22.89 3.46 10
1.329 -24.38 2.84 10
-1.06 -25.539 2.75 10
-3.26 -27.24 3.23 10
-4.779 -27.769 3.84 10
-5.16 -28.46 4.42 10
-6.009 -28.83 4.81 10
-6.43 -28.75 5.13 10
-6.779 -28.72 4.88 10
-6.899 -28.22 4.35 10
-6.2 -27.15 3.73 9
-4.7 -26.08 2.899 10
-2.629 -24.539 2.22 10
0.77 -23.38 1.63 10
4.46 -21.49 0.979 10
7.45 -20.39 0.21 10
10.849 -20.16 -0.58 10
13.759 -20.35 -1.27 10
17.369 -20.949 -1.709 10
23.71 -21.109 -0.7 10
30.109 -19.92 1.03 10
36.29 -17.85 2.889 10
39.23 -15.58 4.509 10
39.25 -13.66 5.47 10
39.25 -11.429 6.21 10
39.25 -8.349 7.549 10
39.25 -5.17 8.059 10
39.25 -2.679 7.97 10
39.25 -0.07 8.099 10
39.25 2.19 7.899 10
35.19 4.65 7.25 10
29.74 5.9 6.2 10
24.98 6.73 5.44 10
20.96 7.819 4.79 10
17.67 9.09 3.429 10
15.019 9.849 2.37 10
12.059 11.7 1.449 10
9.67 14.7 0.59 10
7.5 17.72 0.089 10
6.31 21.08 -0.83 10
5.02 23.63 -1.52 10
3.939 25.359 -1.449 10
3.629 26.33 -1.54 10
3.709 26.17 -1.02 10
4.35 26.369 -0.359 10
5.109 26.689 0.53 10
5.779 26.71 1.48 10
7.2 26.519 2.04 10
9.29 25.779 2.29 10
11.36 24.9 1.86 10
14.28 23.38 1.36 10
16.56 21.4 0.32 10
17.8 18.81 -0.71 10
18.72 16.219 -1.29 10
20.41 12.139 -1.339 10
22.67 9.099 -1.069 10
26.099 6.529 -1.079 10
30.3 4.38 -1.03 10
33.489 2.95 -0.75 10
35.469 1.839 -0.299 10
37.719 -0.02 0.179 10
39.19 -1.579 0.5 10
39.25 -3.709 0.63 10
39.25 -6.06 0.24 10
39.25 -8.66 -0.12 10
39.25 -10.4 -0.51 10
39.25 -11.01 -0.42 10
38.1 -11.42 0.04 10
33.649 -11.84 0.71 10
29.32 -12.67 1.25 10
24.63 -14.34 1.959 10
19.34 -15.639 2.37 10
14.28 -16.74 2.56 10
10.05 -17.74 2.53 10
6.62 -18.77 1.979 10
2.649 -18.96 1.75 10
0.55 -19.39 1.819 9
-1.05 -19.779 2.0 10
-2.02 -19.869 2.05 10
-2.59 -19.779 2.22 10
-3.49 -19.689 2.44 10
-4.62 -20.0 2.51 10
-5.359 -20.189 2.2 10
-5.89 -20.26 1.62 10
-5.83 -20.21 1.14 10
-5.71 -19.5 0.729 10
-5.41 -18.22 0.32 10
-4.21 -16.85 0.31 10
-2.78 -15.559 0.12 10
-1.0 -14.12 0.07 10
1.199 -13.179 -0.26 10
2.96 -12.41 -0.919 10
5.279 -12.679 -2.04 10
8.5 -13.219 -3.07 10
13.49 -13.309 -3.49 10
17.1 -11.34 -3.04 10
22.3 -8.929 -2.639 10
28.22 -6.93 -2.53 10
33.28 -5.93 -2.5 10
36.1 -4.56 -2.36 10
36.57 -2.75 -1.99 10
35.16 -1.68 -2.169 10
33.54 -0.68 -2.25 10
32.5 0.359 -1.77 10
30.72 1.339 -1.449 10
27.68 2.149 -0.979 10
24.939 3.56 -0.07 10
22.039 4.77 0.39 10
19.109 5.67 0.63 10
16.66 6.37 0.969 10
15.15 7.0 1.03 10
13.349 8.08 0.81 10
11.469 9.49 0.59 10
9.54 11.15 1.04 10
7.399 13.809 1.79 10
5.0 16.71 2.28 10
3.709 18.07 2.7 10
3.59 18.32 2.929 10
3.02 18.42 2.679 10
3.37 18.46 2.31 10
3.899 18.47 2.37 10
3.37 19.25 2.5 10
3.78 20.17 2.82 10
4.089 20.81 3.29 10
4.73 21.25 3.389 10
6.24 21.109 3.3 10
8.23 20.72 3.03 10
10.429 19.76 2.909 10
12.24 18.21 2.56 10
13.349 16.4 2.22 10
14.269 14.059 1.76 10
15.54 11.509 1.55 10
17.46 8.88 1.65 10
21.109 6.08 1.51 10
25.859 4.1 1.43 10
29.869 3.929 1.04 10
30.609 3.389 0.719 10
32.489 1.89 0.22 10
35.48 -0.24 0.089 10
36.43 -1.73 -0.28 10
35.34 -3.24 -0.52 10
33.5 -4.24 -0.35 10
31.07 -5.31 -0.57 9
27.46 -6.68 -0.87 10
23.519 -8.309 -0.979 10
19.64 -9.74 -0.75 10
15.42 -11.17 -0.77 10
11.179 -12.46 -0.859 10
7.879 -13.17 -0.75 10
5.799 -13.75 -0.19 10
4.049 -14.24 0.459 10
3.01 -14.639 1.02 10
2.679 -15.219 1.459 10
2.26 -16.039 1.48 10
1.689 -16.699 1.17 10
1.01 -16.94 0.789 10
-0.669 -16.76 0.88 10
-1.589 -16.48 1.24 10
-2.52 -16.47 1.86 10
-2.95 -16.57 2.409 10
-3.01 -17.06 2.47 10
-2.649 -17.63 2.46 10
-2.19 -17.609 2.2 10
-1.56 -17.13 1.74 10
-0.7 -16.109 1.439 10
0.599 -15.08 1.16 10
2.29 -14.12 1.02 10
4.17 -13.389 1.01 10
6.45 -13.179 0.789 10
9.3 -13.429 0.329 10
13.559 -14.16 0.01 10
19.05 -14.94 0.59 10
23.97 -13.94 1.86 10
27.66 -10.26 3.52 10
31.82 -8.599 4.16 10
36.21 -8.179 4.589 10
38.18 -6.899 5.2 10
37.61 -4.569 6.0 10
37.1 -3.56 5.98 10
36.16 -1.74 6.16 10
32.75 0.45 5.98 10
28.619 1.77 6.04 10
24.689 1.699 5.83 10
20.09 1.91 5.17 10
15.99 2.37 4.5 10
13.639 2.659 4.259 10
11.94 3.48 3.6 10
10.37 4.73 2.79 10
8.8 5.85 2.08 10
6.839 6.49 1.53 10
4.83 7.74 1.29 10
3.59 9.28 0.74 10
2.81 10.16 0.429 10
2.97 10.76 0.179 10
2.59 11.099 -0.299 10
2.37 11.099 -0.29 10
2.34 11.25 0.329 10
1.29 11.84 0.31 10
0.69 12.41 1.069 10
0.68 13.309 1.53 10
2.01 14.75 1.26 10
4.31 15.61 0.659 10
7.259 16.39 -0.199 10
9.809 16.6 -1.12 10
11.55 16.15 -1.76 10
12.41 15.21 -1.75 10
12.5 13.69 -1.8 10
13.45 11.32 -2.3 10
14.53 9.349 -3.05 10
16.46 7.79 -4.45 9
19.189 5.98 -5.41 10
22.35 4.259 -6.37 10
25.019 2.32 -6.17 10
27.14 0.93 -5.029 10
28.24 -0.61 -4.47 10
29.41 -2.61 -4.06 10
31.25 -4.89 -4.22 10
33.86 -6.899 -5.279 10
34.63 -8.099 -5.64 10
34.29 -9.179 -5.609 10
34.5 -11.11 -5.41 10
34.23 -13.24 -5.15 10
31.71 -14.49 -4.99 10
29.789 -15.269 -4.93 10
27.46 -16.01 -4.75 10
24.9 -16.699 -5.0 10
22.85 -17.41 -5.48 10
20.33 -17.58 -5.5 10
17.31 -17.029 -4.75 10
15.269 -16.65 -4.14 10
14.54 -16.19 -3.73 10
13.7 -15.61 -3.78 10
13.42 -15.19 -3.639 10
13.17 -14.83 -3.76 10
12.139 -14.679 -2.81 10
10.46 -14.44 -2.24 10
9.07 -14.87 -1.66 10
7.81 -16.029 -0.63 10
5.9 -16.09 0.229 10
3.83 -15.73 1.28 10
2.139 -16.15 2.419 10
-0.01 -15.929 3.3 10
-2.159 -14.929 4.79 10
-3.59 -14.589 5.89 10
-6.24 -15.309 6.529 10
-9.2 -14.79 7.069 10
-10.48 -14.61 7.02 10
-11.44 -14.86 7.58 10
-11.95 -14.259 7.779 10
-10.8 -14.48 8.78 10
-9.429 -14.2 9.88 10
-8.26 -13.719 10.36 10
-7.379 -13.219 10.82 10
-7.87 -11.99 10.48 10
-9.059 -9.71 10.0 10
-8.73 -8.84 9.91 10
-7.129 -8.559 8.45 10
-5.16 -7.049 6.279 10
-1.589 -5.83 3.879 10
3.449 -5.72 1.74 10
7.56 -4.16 0.149 10
13.429 -3.689 3.0 10
21.06 -5.4 6.98 10
29.14 -1.81 10.54 10
34.28 1.06 9.09 10
39.25 3.23 3.48 10
39.25 9.349 -2.5 10
39.25 7.819 -9.34 10
39.25 7.149 -9.29 10
39.25 14.67 -9.01 10
39.25 17.39 -6.79 10
39.25 15.65 -3.25 9
39.25 11.929 -1.42 10
32.36 8.23 0.37 10
22.47 5.259 0.82 10
16.97 2.1 0.96 10
13.9 0.329 0.75 10
12.09 0.38 -0.26 10
10.86 0.229 -1.689 10
9.58 0.13 -3.25 10
8.01 0.11 -4.61 10
6.319 0.14 -4.94 10
3.77 -0.089 -4.089 10
1.329 0.02 -3.629 10
-0.989 0.13 -3.53 10
-1.67 -0.41 -3.37 10
-1.319 -1.42 -3.58 10
-0.299 -1.979 -4.33 10
1.319 -2.62 -4.72 10
3.35 -2.69 -4.44 10
4.62 -2.389 -3.909 10
5.99 -1.66 -3.26 10
5.609 -0.149 -2.23 10
3.879 0.45 -2.18 10
2.629 0.01 -3.699 10
1.8 -0.099 -4.65 10
0.53 -1.12 -5.5 10
-0.099 -2.02 -5.21 10
-0.26 -2.79 -5.2 10
-0.48 -2.78 -5.779 10
-0.59 -2.08 -5.509 10
-0.65 -0.199 -5.35 10
0.21 1.03 -4.13 10
2.27 0.989 -2.08 10
3.79 0.269 -0.719 10
5.5 -0.969 0.539 10
6.819 -2.46 1.79 9
7.17 -3.889 2.83 10
7.45 -4.97 3.58 10
8.66 -5.7 4.0 10
10.11 -6.73 3.899 10
12.21 -7.399 3.46 10
14.71 -8.13 2.46 10
17.13 -8.49 0.859 10
19.609 -8.86 -0.83 10
22.65 -9.4 -2.46 10
24.939 -9.91 -2.97 10
26.08 -9.67 -3.22 10
28.269 -8.149 -4.02 10
29.779 -5.29 -4.759 10
29.23 -2.81 -4.529 10
28.47 -1.09 -3.31 10
26.26 0.62 -3.36 10
23.15 1.469 -2.939 10
19.8 1.67 -1.63 10
16.33 2.7 -0.59 10
12.099 3.959 -0.299 10
8.75 4.63 0.24 10
5.54 6.339 0.38 10
2.409 8.4 0.7 10
1.23 9.41 0.82 10
0.669 11.5 0.37 10
0.06 13.13 0.37 10
0.7 14.019 0.179 10
1.329 14.719 -0.03 10
2.31 14.809 -0.16 10
3.51 14.82 0.03 10
5.42 15.5 0.25 10
9.679 16.199 0.89 10
14.889 17.279 1.709 10
20.4 18.26 1.39 10
27.41 19.41 4.299 10
34.079 18.34 4.569 10
39.25 12.309 4.25 10
39.25 10.7 6.509 10
39.25 18.1 15.4 10
39.25 16.359 14.299 10
39.25 13.13 11.639 10
39.25 9.05 9.9 10
39.25 3.37 8.66 10
39.25 -2.27 7.45 10
39.25 -6.509 7.149 10
36.35 -12.9 7.17 10
29.83 -16.5 8.01 10
24.42 -18.5 9.66 10
19.77 -19.029 10.769 10
15.65 -18.82 11.3 10
12.3 -18.779 11.98 10
8.87 -20.449 12.59 10
5.45 -22.619 12.54 10
3.81 -24.88 12.65 10
2.04 -26.109 12.58 10
0.16 -26.72 12.19 10
-2.23 -27.64 12.05 10
-4.589 -28.14 11.58 10
-5.779 -28.3 10.67 10
-6.549 -28.769 9.55 10
-6.259 -28.56 7.93 10
-5.04 -27.84 6.44 10
-3.25 -26.41 5.06 9
-0.93 -25.18 3.51 10
2.27 -23.85 1.979 10
5.1 -22.22 0.44 10
7.029 -20.68 -0.64 10
8.519 -18.84 -1.36 10
9.23 -18.199 -2.3 10
10.36 -18.34 -3.129 10
12.67 -19.039 -4.35 10
16.309 -20.05 -6.359 10
21.08 -20.359 -7.5 10
27.4 -20.38 -7.64 10
35.91 -18.42 -7.669 10
39.23 -13.24 -7.569 10
39.25 -5.44 -7.97 10
39.25 -1.86 -6.37 10
39.25 1.86 -4.259 10
39.25 7.529 -2.18 10
39.25 10.66 1.09 10
39.25 12.809 2.639 10
35.38 13.34 2.79 10
25.99 12.929 2.77 10
20.38 12.91 2.939 10
15.94 13.219 3.449 10
12.389 14.21 3.74 10
9.61 14.83 3.169 10
7.669 15.049 2.57 10
4.62 15.719 1.709 10
2.27 16.379 0.859 10
0.26 17.07 0.399 10
-1.73 17.869 -0.14 10
-3.53 18.71 -0.83 10
-5.9 19.46 -1.189 10
-7.54 19.88 -1.829 10
-8.679 19.59 -2.2 10
-9.05 19.24 -2.939 10
-8.47 18.32 -3.47 10
-7.779 17.34 -3.79 10
-7.049 16.379 -4.18 10
-6.17 15.46 -3.87 10
-4.68 14.849 -3.34 10
-1.99 14.509 -2.929 10
1.11 14.219 -2.5 10
4.75 14.46 -2.01 10
8.47 15.03 -1.599 10
12.0 15.29 -0.969 10
16.32 15.29 -0.179 10
21.189 15.769 0.81 10
26.41 15.69 1.599 10
32.09 15.269 2.919 10
39.25 16.82 4.06 10
39.25 17.23 3.23 10
39.25 16.8 2.44 10
39.25 14.38 1.89 10
39.25 10.88 1.709 10
39.25 7.74 1.189 10
39.25 3.87 0.53 10
39.25 -0.16 0.17 10
39.25 -3.33 0.229 10
36.67 -6.21 0.61 10
30.67 -8.51 1.53 10
25.43 -11.16 2.44 10
21.06 -13.88 3.679 9
16.33 -15.12 4.35 10
12.19 -17.23 5.279 10
8.37 -18.8 5.609 10
5.93 -19.88 5.509 10
4.24 -20.58 5.47 10
2.6 -20.68 5.27 10
0.61 -21.41 5.13 10
-1.569 -22.05 4.9 10
-3.28 -22.71 4.62 10
-4.45 -23.89 4.37 10
-5.02 -24.6 3.76 10
-4.89 -24.189 3.01 10
-4.39 -23.71 2.05 10
-3.1 -22.609 0.83 10
-1.41 -21.5 -0.25 10
0.919 -20.46 -1.719 10
2.59 -18.71 -3.24 10
3.8 -16.81 -4.23 10
5.12 -15.15 -5.1 10
6.58 -13.91 -5.92 10
8.86 -13.0 -6.85 10
11.86 -12.11 -7.669 10
15.809 -10.639 -8.37 10
21.74 -8.88 -8.46 10
29.359 -6.109 -8.47 10
38.219 -1.11 -9.32 10
39.25 3.61 -9.4 10
39.25 5.95 -7.98 10
39.25 7.609 -6.2 10
39.25 9.86 -3.409 10
39.25 11.11 -1.14 10
39.25 10.769 0.89 10
34.13 9.75 2.45 10
26.269 8.139 3.25 10
20.16 7.33 3.62 10
15.69 6.93 4.0 10
12.92 6.899 3.82 10
11.059 7.45 3.52 10
9.3 7.77 3.01 10
7.859 7.99 2.45 10
6.46 8.46 2.139 10
4.339 9.55 1.819 10
2.36 10.36 1.49 10
0.08 11.929 1.17 10
-1.55 13.37 0.669 10
-3.12 14.349 0.81 10
-4.859 15.53 0.69 10
-6.56 16.27 0.7 10
-7.799 16.66 0.799 10
-8.76 16.75 0.64 10
-9.38 16.58 0.659 10
-8.95 16.07 1.06 10
-8.34 15.75 1.27 10
-6.71 15.24 1.75 10
-4.85 15.089 1.819 10
-3.1 14.98 1.77 10
-0.74 15.07 1.689 10
1.459 15.009 1.449 10
3.83 14.92 0.969 10
6.16 14.12 0.849 10
8.32 13.63 0.57 10
12.719 14.44 0.77 9
17.6 16.55 0.48 10
24.51 18.47 0.25 10
32.48 20.289 0.35 10
39.25 21.359 1.15 10
39.25 19.42 1.23 10
39.25 18.279 1.48 10
39.25 16.19 1.81 10
39.25 12.04 1.06 10
39.25 8.679 1.29 10
39.25 6.5 0.58 10
39.25 3.949 0.099 10
39.25 0.88 0.26 10
37.36 -2.32 0.68 10
30.15 -6.799 1.819 10
24.529 -9.94 2.52 10
18.869 -12.88 3.34 10
13.519 -14.839 3.87 10
9.78 -16.63 4.299 10
7.319 -17.94 4.569 10
5.31 -18.22 4.36 10
4.009 -18.15 3.919 10
3.3 -19.21 3.72 10
1.39 -20.91 3.5 10
-0.57 -21.83 3.54 10
-1.569 -22.199 3.669 10
-2.0 -22.64 3.56 10
-2.5 -22.289 3.25 10
-2.32 -21.84 2.75 10
-1.969 -21.67 1.75 10
-1.28 -21.38 0.41 10
-0.95 -20.68 -0.82 10
-0.68 -19.52 -2.25 10
0.17 -18.16 -3.28 10
1.25 -16.66 -4.13 10
2.379 -15.41 -4.69 10
4.6 -14.34 -5.259 10
7.129 -13.66 -5.58 10
10.63 -13.33 -6.109 10
14.58 -13.4 -5.96 10
18.609 -13.09 -5.24 10
24.22 -13.019 -4.42 10
31.15 -10.469 -3.629 10
39.02 -6.399 -4.589 10
39.25 -2.629 -5.299 10
39.25 0.81 -5.42 10
39.25 3.169 -3.669 10
39.25 5.27 -1.76 10
39.25 7.08 -0.25 10
39.25 8.38 0.75 10
35.44 9.12 0.859 10
28.07 9.559 0.59 10
22.81 9.79 0.31 10
19.21 10.21 0.0 10
16.64 10.74 -0.35 10
14.32 11.7 -0.69 10
11.69 12.389 -1.18 10
9.96 12.5 -1.43 10
6.87 12.82 -1.74 10
3.679 13.92 -1.42 10
0.0 15.15 -1.29 10
-3.05 16.89 -1.03 10
-6.14 18.789 -0.729 9
-8.47 20.21 -0.47 10
-9.57 20.75 -0.19 10
-9.36 21.09 0.57 10
-8.49 21.48 0.76 10
-7.85 21.66 0.83 10
-7.109 21.48 1.4 10
-6.509 20.85 1.49 10
-5.509 19.939 1.579 10
-4.44 19.07 1.76 10
-3.159 18.27 1.53 10
-0.64 17.6 1.13 10
2.11 17.68 0.57 10
5.37 17.42 0.11 10
9.61 18.09 -0.32 10
15.04 19.199 -0.69 10
20.83 19.869 -0.77 10
28.22 20.34 -0.84 10
35.02 21.439 -0.539 10
39.25 21.85 0.12 10
39.25 21.74 -0.24 10
39.25 18.359 -0.849 10
39.25 14.67 -1.38 10
39.25 11.83 -1.73 10
39.25 7.81 -1.819 10
39.25 3.86 -2.389 10
39.25 1.39 -2.0 10
39.25 -1.41 -1.15 10
39.219 -4.16 0.5 10
33.25 -6.85 2.32 10
27.43 -10.309 3.909 10
21.97 -13.139 5.18 10
17.14 -14.719 6.06 10
12.98 -17.199 7.2 10
9.59 -19.49 7.279 10
7.49 -21.59 7.47 10
5.22 -23.59 7.47 10
1.92 -24.689 7.18 10
-0.089 -25.689 6.94 10
-2.05 -27.17 6.509 10
-3.73 -28.17 6.06 10
-4.839 -28.72 5.17 10
-5.52 -28.73 4.14 10
-5.509 -27.9 2.82 10
-5.009 -26.8 0.87 10
-3.72 -25.599 -1.329 10
-1.74 -24.0 -3.08 10
0.39 -22.14 -4.58 10
2.139 -19.84 -5.54 10
3.98 -17.56 -6.08 10
5.68 -16.449 -6.19 10
7.779 -15.57 -6.16 10
10.099 -15.03 -6.1 10
13.53 -15.53 -6.259 10
17.91 -15.96 -5.91 10
24.24 -15.86 -5.54 10
34.57 -13.87 -5.779 10
39.21 -7.46 -7.62 10
39.25 -1.469 -9.58 10
39.25 4.35 -8.189 10
39.25 8.73 -6.37 10
39.25 11.37 -3.34 10
39.25 13.08 -0.81 9
39.25 12.12 1.0 10
34.559 9.98 2.19 10
23.89 8.08 3.1 10
16.82 7.009 3.83 10
12.78 6.85 4.13 10
10.5 7.17 4.04 10
8.78 8.2 3.51 10
7.2 8.49 2.76 10
5.65 8.639 1.76 10
3.56 9.11 0.799 10
1.49 10.29 0.35 10
-0.799 11.94 0.19 10
-2.5 14.049 -0.01 10
-3.98 16.09 -0.06 10
-4.509 17.65 -0.229 10
-5.27 19.32 -0.489 10
-6.04 20.55 -0.55 10
-6.66 21.539 -0.29 10
-6.95 22.15 0.21 10
-6.85 22.43 1.02 10
-5.97 22.5 1.86 10
-4.259 22.17 2.29 10
-2.18 21.9 2.53 10
0.01 21.4 2.379 10
1.62 20.449 2.36 10
3.02 19.31 2.169 10
4.36 18.3 1.939 10
6.72 17.619 1.63 10
10.7 18.13 1.39 10
15.91 18.57 0.719 10
21.939 19.01 -0.39 10
29.619 20.289 -1.74 10
37.079 21.56 -3.56 10
39.239 21.26 -4.74 10
39.25 20.0 -6.129 10
39.25 16.27 -7.22 10
39.25 12.45 -6.81 10
39.25 9.15 -5.52 10
39.25 5.24 -4.16 10
39.25 0.599 -3.26 10
39.25 -2.8 -2.409 10
39.25 -5.529 -1.4 10
39.079 -8.4 0.399 10
33.5 -10.78 2.129 10
28.349 -11.809 2.86 10
23.81 -14.12 4.029 10
19.029 -15.089 4.27 10
14.73 -16.449 4.819 10
11.429 -18.68 4.88 10
8.189 -20.35 4.96 10
5.66 -20.88 4.799 10
3.28 -21.039 4.63 10
1.3 -21.99 4.72 10
-0.61 -23.029 4.779 10
-2.04 -23.83 5.029 10
-2.889 -25.199 4.74 10
-4.009 -26.59 4.009 10
-5.14 -26.9 2.899 10
-5.64 -26.51 1.709 10
-5.66 -25.74 0.459 10
-4.72 -24.42 -0.799 10
-2.72 -22.269 -2.21 9
-0.39 -20.55 -2.99 10
2.32 -18.89 -3.689 10
5.029 -17.05 -4.39 10
7.259 -15.429 -5.069 10
9.22 -14.0 -5.69 10
11.639 -13.309 -6.68 10
14.32 -13.41 -7.509 10
18.029 -13.349 -8.12 10
25.0 -12.04 -8.51 10
33.52 -9.26 -9.179 10
39.25 -4.54 -9.889 10
39.25 -1.449 -10.639 10
39.25 0.55 -10.38 10
39.25 3.21 -8.76 10
39.25 6.48 -6.529 10
39.25 8.929 -4.72 10
39.25 8.33 -3.5 10
37.809 8.059 -2.11 10
31.349 8.179 -0.88 10
25.57 7.7 0.17 10
21.039 7.6 0.909 10
16.8 8.32 1.23 10
14.559 9.09 1.329 10
12.67 9.86 1.16 10
11.25 10.55 1.09 10
9.19 11.79 1.02 10
7.009 13.219 1.16 10
4.38 14.7 1.22 10
1.75 16.55 1.0 10
-0.84 18.17 0.909 10
-3.409 19.58 0.74 10
-5.589 20.55 0.52 10
-6.91 21.07 0.489 10
-7.17 21.14 0.539 10
-6.89 21.0 0.59 10
-5.99 20.71 1.01 10
-4.77 20.21 1.339 10
-3.29 19.38 1.52 10
-1.79 18.55 1.54 10
-0.11 17.56 1.53 10
1.67 16.209 1.49 10
3.6 15.009 1.22 10
5.759 14.23 0.81 10
9.32 13.929 -0.229 10
13.28 14.219 -1.209 10
17.3 14.969 -1.959 10
21.32 15.889 -3.08 10
26.05 17.06 -4.009 10
34.16 16.96 -5.25 10
39.25 16.63 -6.799 10
39.25 15.25 -8.019 10
39.25 13.7 -8.25 10
39.25 10.969 -8.0 10
39.25 8.97 -7.149 10
39.25 5.75 -6.629 10
39.25 3.61 -6.44 10
39.25 1.88 -5.68 10
38.829 -0.75 -4.529 10
34.41 -2.78 -2.97 10
29.39 -4.98 -1.18 10
24.84 -7.589 0.75 10
20.39 -9.78 2.3 9
16.6 -11.36 3.28 10
13.389 -13.25 4.49 10
9.969 -15.559 5.47 10
6.18 -17.789 5.879 10
3.8 -19.289 6.18 10
1.76 -20.76 6.27 10
-0.38 -22.039 6.29 10
-2.37 -23.74 6.339 10
-3.61 -25.47 6.04 10
-4.2 -27.05 5.27 10
-4.68 -27.84 4.42 10
-5.029 -27.38 3.659 10
-4.88 -26.23 2.639 10
-3.74 -24.83 1.17 10
-1.87 -23.63 -0.03 10
0.76 -21.6 -1.24 10
3.31 -19.89 -2.429 10
6.06 -18.51 -3.939 10
8.139 -16.93 -5.45 10
9.94 -15.71 -6.759 10
12.259 -15.599 -8.16 10
15.62 -15.48 -8.49 10
20.66 -14.469 -8.79 10
28.65 -11.99 -9.7 10
38.26 -8.389 -11.78 10
39.25 -5.569 -13.5 10
39.25 -0.26 -13.469 10
39.25 3.11 -11.37 10
39.25 7.2 -8.22 10
39.25 10.36 -5.299 10
39.25 10.99 -3.49 10
39.09 11.889 -2.1 10
32.0 12.23 -1.0 10
25.529 11.309 0.099 10
20.359 11.179 0.989 10
16.82 11.099 1.31 10
14.139 11.19 1.49 10
12.13 11.32 1.53 10
10.12 11.559 1.49 10
7.47 12.11 1.15 10
4.79 12.9 1.12 10
1.61 13.99 1.13 10
-1.64 15.179 0.87 10
-4.63 16.359 1.06 10
-7.12 17.279 1.329 10
-9.17 17.81 1.39 10
-10.429 18.029 1.77 10
-10.69 18.01 2.169 10
-10.04 18.13 2.22 10
-8.79 18.3 2.59 10
-7.21 18.279 2.899 10
-5.66 17.97 2.939 10
-3.28 17.949 2.909 10
-0.789 18.279 2.53 10
1.67 18.39 2.08 10
4.48 18.23 1.449 10
8.41 18.51 0.44 10
12.9 18.51 -0.41 10
18.18 18.289 -1.74 10
23.289 18.49 -3.149 10
25.66 19.71 -3.5 10
28.38 19.43 -3.699 10
35.6 16.539 -4.41 10
39.25 15.29 -5.02 10
39.25 15.2 -4.83 10
39.25 14.889 -4.89 10
39.25 13.559 -4.25 10
39.25 10.83 -4.04 10
39.25 8.17 -4.17 10
39.25 5.56 -3.86 10
39.25 2.71 -3.57 10
39.2 -0.17 -3.149 10
34.95 -3.32 -1.93 10
29.38 -6.259 -0.84 10
25.199 -9.11 0.13 10
21.25 -11.429 1.25 10
17.59 -12.42 1.979 10
14.88 -13.58 2.49 10
12.57 -15.33 3.37 10
10.4 -16.65 3.699 10
8.74 -17.859 3.659 10
7.54 -19.6 3.74 10
5.18 -21.789 3.919 10
2.08 -23.06 4.2 10
-0.329 -24.56 4.46 10
-2.409 -26.66 4.74 10
-4.15 -28.199 4.7 10
-5.12 -28.92 4.54 10
-5.41 -29.279 4.12 10
-5.319 -28.67 3.189 10
-4.37 -27.619 2.0 10
-2.83 -25.949 0.55 10
-0.25 -23.869 -0.969 10
1.92 -21.529 -2.61 10
4.23 -19.46 -3.72 9
7.04 -17.33 -4.92 10
9.019 -16.369 -5.779 10
13.0 -15.29 -6.649 10
17.109 -14.82 -6.89 10
22.33 -13.98 -6.67 10
29.76 -12.15 -6.97 10
39.25 -7.2 -8.189 10
39.25 -2.879 -9.809 10
39.25 -0.37 -9.7 10
39.25 2.929 -7.279 10
39.25 5.549 -4.52 10
39.25 7.879 -2.85 10
39.25 9.17 -2.73 10
39.25 8.95 -2.86 10
38.18 9.8 -2.56 10
34.19 9.95 -1.76 10
29.01 10.44 -1.439 10
24.24 10.28 -0.42 10
19.85 10.099 -0.01 10
16.42 9.99 0.14 10
13.559 9.92 0.16 10
10.99 9.84 0.21 10
8.47 10.21 0.01 10
6.04 10.67 0.28 10
3.409 11.37 0.659 10
0.099 12.65 0.58 10
-2.53 13.849 0.64 10
-4.98 14.849 1.35 10
-7.12 15.82 1.91 10
-8.029 16.35 2.409 10
-8.41 16.69 2.79 10
-8.5 17.49 2.649 10
-8.12 18.08 2.409 10
-7.18 18.27 2.31 10
-5.52 18.289 2.28 10
